0.000000e+00 1.088027e+00
1.000000e-01 4.832945e+00
2.000000e-01 1.245597e+01
3.000000e-01 2.372953e+01
4.000000e-01 3.947511e+01
5.000000e-01 5.593177e+01
6.000000e-01 7.293167e+01
7.000000e-01 8.455778e+01
8.000000e-01 1.063546e+02
9.000000e-01 1.283665e+02
1.000000e+00 1.500003e+02
1.100000e+00 1.645523e+02
1.200000e+00 1.846761e+02
1.300000e+00 1.896384e+02
1.400000e+00 2.039876e+02
1.500000e+00 2.083116e+02
1.600000e+00 2.168282e+02
1.700000e+00 2.249638e+02
1.800000e+00 2.354534e+02
1.900000e+00 2.310363e+02
2.000000e+00 2.283260e+02
2.100000e+00 2.526791e+02
2.200000e+00 2.340876e+02
2.300000e+00 2.585354e+02
2.400000e+00 2.541116e+02
2.500000e+00 2.542427e+02
2.600000e+00 2.686690e+02
2.700000e+00 2.767483e+02
2.800000e+00 2.834460e+02
2.900000e+00 2.987707e+02
3.000000e+00 3.278382e+02

